Id,SalePrice
1461,122040.63357713542
1462,160141.40628285552
1463,180341.71881204465
1464,199015.5197835303
1465,193327.31355409505
1466,175479.6201167969
1467,188789.55937090947
1468,164886.11700714187
1469,197109.86725529292
1470,114587.62735139755
1471,185620.545974936
1472,100956.98319148626
1473,98462.0686682673
1474,144255.94083618352
1475,112621.31990015942
1476,328144.65789413074
1477,241932.73172945145
1478,286370.84452477365
1479,280644.341906087
1480,418158.1270030306
1481,311388.57191228156
1482,218351.3913211863
1483,184395.2741237964
1484,166255.20211758857
1485,196852.19608243814
1486,205466.23939815568
1487,336361.0089353312
1488,226411.78915693657
1489,183733.2810772764
1490,238290.24001820196
1491,201661.21611879868
1492,105234.50601408479
1493,181537.8176797823
1494,309752.7922723629
1495,305356.05125449185
1496,229869.9648184705
1497,173199.70019056526
1498,164000.87208275072
1499,159904.4791804975
1500,156222.8255484165
1501,165454.1765301811
1502,148734.59018147812
1503,264809.2871113088
1504,233979.20709010508
1505,224834.8183445502
1506,198231.91533545367
1507,254428.59303325013
1508,196505.89890988966
1509,163314.12268770376
1510,136584.84395649395
1511,144752.60004229023
1512,172485.15910089164
1513,140057.58806198128
1514,139986.80506573836
1515,188966.16820281194
1516,153448.7628392652
1517,171685.36618590896
1518,135135.46717481568
1519,204152.44120521843
1520,124105.19321569467
1521,123862.85163458473
1522,181309.930202421
1523,103760.44501216772
1524,119555.94269419744
1525,114437.53369342172
1526,103942.05442924621
1527,102753.05852579723
1528,139164.67854165175
1529,148004.08409889534
1530,189007.83586836403
1531,108594.19500215145
1532,107393.22929578682
1533,159276.11733166355
1534,124111.59023675982
1535,164842.77217008354
1536,114056.06982037851
1537,67339.47343128295
1538,148642.22320651406
1539,200514.2463136686
1540,91442.82546697251
1541,139893.5960585727
1542,143495.15256773806
1543,176463.3314206476
1544,91044.48758632412
1545,107697.03299213132
1546,130957.07396031167
1547,134495.6496618787
1548,133157.88251390692
1549,114699.5901784176
1550,127237.18302177494
1551,122492.50810469115
1552,140683.64993289707
1553,146276.10708599188
1554,122327.51872256702
1555,174670.91288100267
1556,83997.80937154264
1557,101734.34693390176
1558,104543.8425759713
1559,85147.71469920166
1560,152359.21507124288
1561,124061.06734475598
1562,131691.52507804616
1563,116287.02748740549
1564,151912.00257085855
1565,139275.23017467567
1566,237987.38487213882
1567,77079.71998606905
1568,229583.69386023315
1569,123303.17799577845
1570,144507.74453841656
1571,130570.33440517396
1572,143302.81699912832
1573,242314.9275444507
1574,122846.0773633588
1575,233668.0339891946
1576,245190.9640976356
1577,183753.47600009112
1578,136643.07333781832
1579,146423.27659680846
1580,193512.55367264088
1581,167935.48539398622
1582,127681.95295007892
1583,296318.4429837169
1584,219424.3982606584
1585,145317.80569189918
1586,69257.01354554956
1587,102257.84307832383
1588,147426.34281462498
1589,93186.27721909898
1590,137318.42381939903
1591,91679.236947996
1592,126379.90758482211
1593,137283.06032450162
1594,133819.08668897132
1595,113275.28046818881
1596,202357.70063933852
1597,182136.19041353473
1598,208266.1224512536
1599,177227.92460756056
1600,170002.30193019455
1601,69211.34678346704
1602,113305.99682628133
1603,92004.37235421257
1604,272878.30806745676
1605,232516.029361316
1606,167208.14398818382
1607,170909.87364624956
1608,224310.89719042886
1609,187043.61707601912
1610,153722.3153270951
1611,136251.68545599753
1612,164812.043838021
1613,159187.0455675693
1614,129090.77892245133
1615,96442.17067104114
1616,80609.69386486066
1617,96542.94937167574
1618,125011.46619350744
1619,134734.36725915526
1620,159222.17627824162
1621,136772.4773534226
1622,139372.78525113303
1623,265930.9195355474
1624,203253.72383842827
1625,112786.94397890478
1626,168346.6389056563
1627,191007.47516869553
1628,292890.436981675
1629,187289.63435501058
1630,335932.94305561215
1631,215795.10349663996
1632,233173.70056467567
1633,176380.4831732882
1634,188599.57489643752
1635,182788.80871856376
1636,162499.24928563595
1637,205299.57458840255
1638,192342.11349508268
1639,196770.0410668481
1640,267654.71025392466
1641,196846.6915253901
1642,239631.2331052906
1643,221245.74096472014
1644,233934.77595721465
1645,221224.75441112375
1646,167104.73396141522
1647,164522.54453045237
1648,125625.14456948558
1649,136193.56562720786
1650,106831.79436405239
1651,121134.21112087925
1652,101390.01358583441
1653,105976.05071077244
1654,140777.70837442353
1655,136919.0623981512
1656,135007.29645964835
1657,140299.89234063434
1658,138302.66868882708
1659,116204.25544251657
1660,156071.92689576323
1661,403077.3462378333
1662,360458.43187048676
1663,359053.4807505116
1664,472209.625323461
1665,290947.6983899886
1666,310648.93455622706
1667,366073.34929689096
1668,328402.2425360313
1669,303336.3819270528
1670,331905.1090260506
1671,265872.4628851169
1672,382135.34077397746
1673,291476.1277210706
1674,244507.27146273074
1675,207471.09339161933
1676,207313.93928729655
1677,219193.44959017696
1678,411054.45002249966
1679,358549.3465226364
1680,304982.56815437804
1681,237248.6649288515
1682,301529.6928034861
1683,192424.35308291987
1684,193036.16759976844
1685,186101.5382151802
1686,176965.565810033
1687,181492.42267786045
1688,199140.9074177874
1689,201450.62442682107
1690,206222.53689525885
1691,192697.22956153768
1692,267848.532917377
1693,182008.46555690892
1694,185603.4818311698
1695,166706.21671565692
