Id,SalePrice
1461,119373.93225676075
1462,161647.77662697653
1463,189239.17285602094
1464,197902.0680859452
1465,191621.4945466137
1466,170361.0353356147
1467,174360.7205922712
1468,161996.23996440112
1469,188797.51453457348
1470,125117.19862102004
1471,181473.6610512287
1472,98334.84778284305
1473,98424.86585310973
1474,146182.18349922882
1475,112510.30456343127
1476,349005.126323377
1477,251175.0255626134
1478,283224.9945053684
1479,283430.3758383084
1480,484767.4933464077
1481,334931.55501155596
1482,210414.8818809512
1483,183437.66522580505
1484,165150.94639196392
1485,189115.04196442943
1486,194328.74655609138
1487,328819.5384081326
1488,237696.73881002708
1489,198028.67873246528
1490,240299.30930504782
1491,197434.9267455103
1492,91790.08748084905
1493,187390.266429383
1494,288860.92527808296
1495,287512.9510492524
1496,232691.63387991875
1497,178634.46338692942
1498,171678.92429392482
1499,162425.29699686682
1500,161037.2325519511
1501,183141.2468438075
1502,140793.00914496806
1503,282688.00782267627
1504,241353.4149138856
1505,227040.4824416578
1506,188724.414699717
1507,253908.27813193237
1508,204764.96903392725
1509,164107.71572760795
1510,149754.9911985513
1511,153158.74109184413
1512,173303.9629621762
1513,153310.233074263
1514,165200.7785230494
1515,197751.80690092672
1516,153163.22908955175
1517,169497.02341412278
1518,123066.8954669541
1519,220647.56433098204
1520,127001.92592115591
1521,132493.02236582508
1522,179788.68163228934
1523,112280.58006538374
1524,124650.89502365509
1525,124385.67781269632
1526,115688.88888588594
1527,105365.4351893266
1528,131254.3737844173
1529,153825.19305819768
1530,186823.37268659362
1531,110157.35038102801
1532,93814.19194444001
1533,151968.80286605842
1534,116668.71586664779
1535,152978.98134462073
1536,107603.01969109218
1537,65351.14182072589
1538,163950.0759718248
1539,202906.11327517795
1540,101402.0850677376
1541,145883.62985817264
1542,138754.22503733874
1543,190732.98108066065
1544,84471.62371055486
1545,120816.13607922115
1546,133551.6383881329
1547,132414.09452974348
1548,138893.12962938548
1549,121920.2531247804
1550,137154.2523987264
1551,106200.46626568021
1552,143662.29268905724
1553,150138.8508992448
1554,123913.69670575805
1555,166667.75332723692
1556,85343.30461799224
1557,104340.06522479793
1558,98907.71186011263
1559,81279.70085525337
1560,128595.38379110215
1561,139559.7990260181
1562,133134.76008581312
1563,122732.39252038233
1564,157939.1716413975
1565,151292.34467467267
1566,247145.60868282852
1567,78741.76661272583
1568,242917.79094891995
1569,133422.4916071362
1570,135729.01862847747
1571,115969.80485974276
1572,139526.31195890214
1573,244850.19382832284
1574,129313.7718020924
1575,242642.57791968272
1576,251092.0229082013
1577,180223.92445395904
1578,140005.34959282927
1579,151669.38912868506
