Id,SalePrice
1461,118500.17025397164
1462,161239.80644839405
1463,187454.2572107328
1464,197239.7092463349
1465,191934.28191823052
1466,169529.0214847106
1467,174750.8299593471
1468,163249.1531627551
1469,189936.69314992876
1470,121083.15059687763
1471,182861.76753269197
1472,98319.09306674979
1473,98379.93360296727
1474,145438.02448999241
1475,113338.8262328664
1476,350482.326199451
1477,250192.255924927
1478,282136.8545753375
1479,283024.4021105535
1480,475311.5678790488
1481,333887.7505145036
1482,213391.08224137328
1483,181012.4268848068
1484,165638.81622283655
1485,191910.95457577327
1486,196424.91579835676
1487,324780.40488828474
1488,237007.39446801564
1489,196571.32036437505
1490,239011.81054467708
1491,198802.73087999353
1492,91032.25430863572
1493,186057.08750809135
1494,291972.05732797034
1495,287806.00765604415
1496,231590.457825081
1497,179420.8388655843
1498,170492.2575981701
1499,162765.21671418293
1500,159944.3117534685
1501,179365.6681684994
1502,142523.37916360592
1503,292643.00876449357
1504,240345.957918
1505,225932.3791640247
1506,188887.09646572545
1507,253074.50719389023
1508,207747.44006509468
1509,163322.5429505291
1510,148938.74653123555
1511,152008.9787828019
1512,172925.67198444234
1513,153873.60208058817
1514,155046.73137755337
1515,202838.33711535373
1516,154992.83595315332
1517,170464.46196684087
1518,124595.64081554662
1519,219578.92884788828
1520,127052.21211642708
1521,131936.07138084868
1522,182789.50210937104
1523,111570.1175792642
1524,122967.52734045139
1525,123523.22650582781
1526,116114.3498909823
1527,104735.80980279398
1528,132439.13392086298
1529,150557.3664339878
1530,188056.6693853084
1531,109666.44725678761
1532,95900.79455790581
1533,153468.06386232184
1534,118959.0531320001
1535,152077.03290387135
1536,108882.50896822687
1537,65997.15645682492
1538,160843.62867561763
1539,201793.03755639776
1540,100036.94167709671
1541,145274.3037794345
1542,139694.7243392797
1543,190021.30303380557
1544,87324.08798378702
1545,120462.09592906105
1546,136580.59588197104
1547,132176.23491711117
1548,139127.3493020966
1549,123754.53692801039
1550,136255.89606441357
1551,106574.19295944873
1552,138004.64653126238
1553,146430.20915660128
1554,123426.13592134106
1555,168549.6447242618
1556,85857.47300738699
1557,105540.62204456149
1558,99748.20504256277
1559,82963.35945979437
1560,129739.43397148664
1561,130518.05235170129
1562,133227.8065117814
1563,122995.87687128894
1564,159930.1796861803
1565,147717.16579927847
1566,245848.65364257086
1567,77674.82912328558
1568,242505.5147150025
1569,132955.11924038714
1570,139238.66646560794
1571,119771.19912764594
1572,141062.3867372132
1573,245720.02121748356
1574,129403.61310807946
1575,234292.34782128967
1576,252660.15487735663
1577,180510.4431797894
1578,136573.53706931116
1579,149874.31338979327
1580,193156.6298381285
1581,156657.52718991647
1582,127727.29004543432
1583,302503.08223951893
1584,214380.46918620766
1585,140372.29480559542
1586,67741.64609895558
1587,106532.79051099853
1588,151861.7879473245
1589,103545.02345756748
1590,133397.04851175376
1591,93856.17361654453
1592,111886.15695023851
1593,119219.25088123317
1594,131462.35907312224
1595,108054.00694240649
1596,215110.26085237146
1597,191648.76837353047
1598,227169.89770029264
1599,168974.56060071476
1600,162433.76174388488
1601,73108.82234662563
1602,115098.74886506276
1603,76000.39342386424
1604,250659.79457731982
1605,244416.7970271194
1606,170016.5998844108
1607,169855.36196746302
1608,211059.93418385633
1609,182666.5311998642
1610,154025.90199614174
1611,142078.2935339513
1612,173225.12001026448
1613,167276.00996207687
1614,121815.87325661643
1615,92595.9204938522
1616,79440.96059972276
1617,94450.53437902028
1618,125908.32986302506
1619,145769.0672469955
1620,170837.40713456375
1621,142742.69929872485
1622,139202.28664535226
1623,265098.8807778285
1624,222289.4289547632
1625,120490.88592727638
1626,171184.78116077068
1627,192275.8778940899
1628,281593.207420044
1629,183333.7990665078
1630,362177.87487200473
1631,223771.3307340324
1632,243245.49437756662
1633,172516.28979813424
1634,186922.840824202
1635,175184.07274722317
1636,151885.33629560174
1637,205012.96263323337
1638,189176.69854077054
1639,189360.48829804003
1640,261682.9508861755
1641,183005.21827340953
1642,239316.17298707092
1643,216529.6844473054
1644,230693.30285984185
1645,201540.4316382397
1646,158774.73580881377
1647,153059.45971453088
1648,128873.53257813348
1649,138364.87200018266
1650,116026.55149272454
1651,121928.34007025677
1652,100860.42045741832
1653,103770.22170408348
1654,142131.4316129197
1655,139255.04384568683
1656,142256.58324392792
1657,147868.67948077284
1658,144010.72491876176
1659,124136.46753840442
1660,156854.15090573565
1661,442322.0224148203
1662,383563.3887941894
1663,368064.2231262335
1664,499867.75280632183
1665,290260.1950185958
1666,323715.26693211315
1667,381441.20127575006
1668,326200.59394275496
1669,293725.4292488339
1670,331857.85035554646
1671,274013.8991192694
1672,421670.6610941931
1673,296547.78958105104
1674,246151.78579547186
1675,207761.70897296045
1676,206300.1087246111
1677,224780.59048231939
1678,477647.7701553608
1679,378695.23826782254
1680,313076.34878828266
1681,236765.71273281163
1682,314375.89804525103
1683,191177.51333971717
1684,174402.31195339264
1685,175312.13444231203
1686,171377.2479966493
1687,171607.5225365918
1688,193778.0579808766
1689,194216.75911030595
1690,197590.41291325033
1691,184350.17779208266
1692,253422.07272680342
1693,173733.61257853193
1694,182188.223844672
1695,165923.52257817236
1696,268715.52632293315
1697,170385.6285597094
1698,350831.05033547984
1699,313494.0812426357
1700,262052.4438807734
1701,276172.426871448
1702,249312.00884788932
1703,249236.15163793907
1704,291132.6945817803
1705,242506.44388772777
1706,420428.60863911017
1707,207060.98089002215
1708,201962.54378491902
1709,263892.4102052783
1710,223600.76563919766
1711,268557.99252669123
1712,260191.27547143906
1713,270444.6418799807
1714,219172.0177437966
1715,206798.38033081454
1716,183738.50588534874
1717,170279.68992269633
1718,141077.9816139146
1719,209188.29440748034
1720,236932.42893386312
1721,162600.54255625184
1722,130543.00451333482
1723,158911.21684876538
1724,206282.84704648465
1725,233101.79897925878
1726,182943.33099301727
1727,155346.08603194213
1728,170927.12969433639
1729,168768.25205888154
1730,152845.2868484176
1731,127413.47902601033
1732,129553.42601955918
1733,116178.38709174654
1734,125522.88147735671
1735,126278.92761731183
1736,112607.08068486942
1737,288645.99198267167
1738,254432.41677892907
1739,244652.83282976857
1740,227682.28988035306
1741,201915.70673619583
1742,175324.17539572716
1743,175721.41610012186
1744,307297.7531941549
1745,229229.66572116432
1746,190853.66786596368
1747,217576.68562969836
1748,223271.2221030709
1749,145633.00782481197
1750,130881.66709679176
1751,253389.52774571025
1752,115680.91454113592
1753,149966.37022314922
1754,194511.455354558
1755,170667.37607310398
1756,127315.27041643254
1757,120099.11369339547
1758,149229.6044300347
1759,168007.90548626785
1760,166657.93594120326
1761,151251.50803686018
1762,178074.22557639645
1763,177040.07214654834
1764,116849.23194555946
1765,179057.05964747764
1766,187125.1402174051
1767,234554.0201543542
1768,139452.09289658826
1769,169454.3608499613
1770,152413.82566714246
1771,127484.63601978763
1772,132121.13861472977
1773,127014.35093276676
1774,149203.1622819463
1775,137662.80221735738
1776,130526.91719238038
1777,104088.63419594106
1778,144121.16142066603
1779,122970.16222518758
1780,169261.02365548606
1781,126994.28801476852
1782,92996.44588034687
1783,144296.9352023572
1784,111631.06536485766
1785,120160.8501795175
1786,141311.01052138692
1787,164613.34404799872
1788,62806.9417198826
1789,100459.87087944192
1790,84574.26884810707
1791,179219.73051778885
1792,159423.8904876418
1793,133968.98289364678
1794,162428.62697042426
1795,134963.07221155235
1796,128475.17904711342
1797,113531.29528813744
1798,121822.10564661569
1799,113367.8457695611
1800,130593.59565341136
1801,126854.23566512215
1802,128566.99092974335
1803,149680.64001215604
1804,143312.72325991077
1805,133952.43230515515
1806,131638.06268317113
1807,135778.69535104238
1808,124389.4264285399
1809,124264.98395953787
1810,148094.58675127066
1811,91214.08933968931
1812,97917.8443182608
1813,126032.89692150253
1814,91548.64961679289
1815,59614.337884492226
1816,100528.39630612699
1817,112112.13514237232
1818,144433.78424506783
1819,125798.95818700868
1820,67125.75209805553
1821,110211.20260414081
1822,154936.03548598042
1823,56550.92662428791
1824,127913.98751396075
1825,139595.72369831332
1826,108277.07000259594
1827,103381.12795087253
1828,138686.76252450983
1829,127968.3503702041
1830,151761.6052537277
1831,150160.83985565655
1832,74151.91398528569
1833,145958.9032484422
1834,120598.4867123285
1835,125284.31335668477
1836,129072.1099872117
1837,93176.65561117133
1838,129105.85877486733
1839,103733.87848840677
1840,147932.5311425593
1841,134827.6009549808
1842,89895.77368398102
1843,137117.78413588073
1844,138171.88121073093
1845,144686.92994622226
1846,157238.85448771087
